,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.35,0.0,0.16,0.26,0.18,0.62,0.11,0.12,0.39,0.05,0.07,0.3,0.82,0.83,0.25,0.0,0.44,0.13
bionote.csv,0.01,0.05,0.06,0.16,0.09,0.3,0.05,0.0,0.45,0.0,0.05,0.33,1.0,0.04,0.07,0.25,0.11,0.17
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0
bullet.csv,0.56,0.52,0.4,0.53,1.0,0.51,0.48,0.47,0.47,0.63,0.23,0.65,0.5,0.54,0.64,0.49,0.5,0.69
bulmages.csv,0.36,0.0,0.24,0.05,0.15,0.0,0.0,0.92,0.04,0.0,0.04,0.07,0.15,0.24,0.04,0.02,0.05,0.2
bwapi.csv,0.42,0.45,0.24,0.55,0.66,0.54,0.51,0.61,0.15,0.29,1.0,0.53,0.57,0.62,0.5,0.41,0.54,0.51
cubefs.csv,0.62,0.42,0.06,0.45,0.12,0.44,0.24,0.0,0.98,0.67,0.1,0.56,0.63,0.27,0.16,0.43,0.44,0.07
emisview.csv,0.0,0.1,0.06,1.0,0.05,0.06,0.0,0.0,0.51,0.0,0.01,0.18,0.55,0.0,0.2,0.0,0.25,0.0
java-gnome.csv,0.18,0.27,0.49,0.3,0.49,0.36,0.0,0.12,0.35,0.99,0.36,0.56,0.5,0.34,0.25,0.31,0.26,0.44
jgameai.csv,0.0,1.0,0.49,0.11,0.33,0.19,0.11,0.17,0.43,0.42,0.11,0.05,0.14,0.2,0.2,0.26,0.12,0.04
megasquirtavr.csv,0.0,0.37,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.09,0.0,0.0,0.0,0.0,0.62,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.57,0.18,0.48,0.3,0.35,0.53,0.51,0.17,0.12,0.34,0.07,0.93,0.55,0.41,0.16,0.0,0.19,0.42
mptvseries.csv,0.36,0.27,0.34,0.2,0.31,0.91,0.26,0.12,0.44,0.0,0.15,0.25,0.43,0.42,0.07,0.46,0.28,0.1
oorexx.csv,0.51,0.44,0.34,0.56,0.56,0.29,0.26,0.6,0.54,0.35,0.48,0.62,0.57,0.52,0.41,0.46,0.61,1.0
somap.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.05,1.0,0.76,0.0,0.0
tktoolkit.csv,0.27,0.72,0.17,0.4,0.46,0.41,0.93,0.41,0.39,0.75,0.12,0.5,0.7,0.45,0.21,0.38,0.48,0.48
xharbour.csv,1.0,0.6,0.72,0.59,0.5,0.66,0.35,0.43,0.0,0.24,0.71,0.56,0.47,0.57,0.0,0.56,0.61,0.45
