,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.7,1.0,0.99,0.81,0.9,0.44,0.91,0.91,0.94,0.96,0.95,0.82,0.39,0.2,0.81,1.08,0.88,0.9
bionote.csv,0.99,0.96,0.95,0.87,0.93,0.78,0.96,1.0,0.74,1.0,0.96,0.73,0.0,0.97,0.94,0.79,0.94,0.87
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.0,1.0
bullet.csv,0.67,0.72,0.65,0.81,0.0,0.77,0.84,0.76,0.6,0.67,0.96,0.63,0.83,0.75,0.42,0.57,0.59,0.57
bulmages.csv,0.7,1.0,0.8,0.96,0.89,1.0,1.0,0.1,0.97,1.0,0.97,0.94,0.88,0.8,0.99,0.98,0.96,0.83
bwapi.csv,0.71,0.7,0.81,0.56,0.62,0.72,0.81,0.66,0.88,0.78,0.0,0.71,0.67,0.64,0.62,0.64,0.52,0.82
cubefs.csv,0.71,0.69,0.95,0.71,0.9,0.71,0.95,1.0,0.03,0.53,0.92,0.74,0.72,0.79,1.0,0.62,0.61,0.95
emisview.csv,1.0,0.93,0.95,0.02,0.96,0.95,1.0,1.0,0.7,1.0,0.99,0.85,0.51,1.0,0.9,1.26,0.83,1.0
java-gnome.csv,0.87,0.78,0.58,0.79,0.62,0.76,1.0,1.0,0.71,0.06,0.71,0.59,0.71,0.75,0.79,0.74,0.78,0.73
jgameai.csv,1.0,0.0,0.61,0.92,0.8,0.86,0.91,0.86,0.69,0.63,0.92,0.96,0.89,0.84,0.83,0.78,1.03,0.98
megasquirtavr.csv,1.0,0.89,0.05,1.0,1.0,1.0,1.0,1.0,1.0,0.63,1.0,0.98,1.0,1.0,1.0,1.0,0.75,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.55,0.86,0.65,0.75,0.73,0.68,0.61,0.87,0.93,0.73,0.94,0.09,0.51,0.67,1.0,1.26,0.84,0.71
mptvseries.csv,0.69,0.79,0.72,0.83,0.79,0.11,0.8,0.91,0.75,1.0,0.89,0.81,0.63,0.66,1.0,0.59,0.76,0.95
oorexx.csv,0.57,0.75,0.74,0.73,0.57,0.9,0.8,0.61,0.69,0.87,0.73,0.69,0.69,0.64,0.66,0.59,0.49,0.0
somap.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.99,0.0,0.28,1.0,1.0
tktoolkit.csv,0.78,0.62,0.96,0.84,0.75,0.68,0.09,0.75,0.88,0.39,0.91,0.62,0.51,0.73,0.84,0.67,0.84,0.71
xharbour.csv,0.0,0.72,0.58,0.61,0.82,0.66,0.91,0.87,1.0,0.94,0.62,0.72,0.85,0.74,1.0,0.5,0.75,0.8
