,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.3,0.0,0.75,0.22,0.15,0.58,0.09,0.1,0.55,0.04,0.06,0.26,0.88,0.8,0.21,0.6,0.54,0.11
bionote.csv,0.01,0.04,0.05,0.13,0.07,0.26,0.04,0.0,0.43,0.0,0.04,0.28,1.0,0.03,0.06,0.21,0.09,0.14
buddata-ebxml-registry.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.96,1.0,1.0,1.0
bullet.csv,0.59,0.54,0.35,0.96,1.0,0.58,0.83,0.48,0.42,0.75,0.82,0.77,0.75,0.63,0.61,0.43,0.46,0.78
bulmages.csv,0.31,0.0,0.2,0.04,0.12,0.0,0.0,0.9,0.03,0.0,0.03,0.06,0.12,0.2,0.03,0.02,0.04,0.17
bwapi.csv,0.39,0.42,0.2,0.52,0.76,0.58,0.74,0.71,0.12,0.25,1.0,0.55,0.62,0.7,0.47,0.36,0.48,0.83
cubefs.csv,0.8,0.38,0.05,0.43,0.1,0.42,0.87,0.0,0.97,0.7,0.08,0.68,0.88,0.23,0.14,0.38,0.39,0.06
emisview.csv,0.0,0.08,0.05,1.0,0.04,0.05,0.0,0.0,0.51,0.0,0.01,0.15,0.5,0.0,0.17,0.24,0.21,0.0
java-gnome.csv,0.15,0.23,0.45,0.26,0.45,0.32,1.0,0.1,0.3,1.0,0.32,0.55,0.5,0.3,0.21,0.26,0.22,0.42
jgameai.csv,0.0,1.0,0.45,0.09,0.3,0.16,0.09,0.14,0.39,0.37,0.09,0.04,0.12,0.17,0.17,0.22,0.1,0.03
megasquirtavr.csv,1.0,0.92,0.95,1.0,1.0,1.0,1.0,1.0,0.99,0.89,1.0,0.94,1.0,1.0,1.0,0.98,0.97,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.55,0.15,0.45,0.26,0.31,0.53,0.48,0.14,0.1,0.3,0.06,0.91,0.5,0.37,0.14,0.24,0.16,0.39
mptvseries.csv,0.31,0.23,0.3,0.17,0.27,0.89,0.22,0.1,0.42,0.0,0.12,0.21,0.38,0.37,0.06,0.41,0.24,0.08
oorexx.csv,0.47,0.42,0.3,0.65,0.54,0.26,0.22,0.62,0.56,0.33,0.47,0.79,0.62,0.5,0.36,0.41,0.58,1.0
somap.csv,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.72,0.93,1.0
tktoolkit.csv,0.23,0.92,0.95,0.39,0.46,0.37,0.91,0.38,0.4,0.77,0.1,0.47,0.75,0.43,0.18,0.33,0.63,0.47
xharbour.csv,1.0,0.81,0.85,0.61,0.69,0.84,0.91,0.76,0.99,0.96,0.9,0.64,0.75,0.73,0.99,0.5,0.96,0.47
