,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.0,0.02,0.96,0.21,0.29,0.13,0.01,0.04,0.82,0.0,0.14,0.33,0.37,0.0,0.17,1.0,0.75,0.12
bionote.csv,0.0,0.06,0.05,0.04,0.0,0.26,0.03,0.05,0.47,0.06,0.0,0.06,0.0,0.03,0.0,0.0,0.25,0.12
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.0,1.0
bullet.csv,0.53,0.56,0.05,0.81,0.0,0.65,0.82,0.55,0.15,0.62,0.94,0.59,0.79,0.66,0.17,0.0,0.25,0.52
bulmages.csv,0.11,0.0,0.05,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.06,0.17,0.0,0.0,0.04
bwapi.csv,0.37,0.4,0.12,0.28,0.57,0.58,0.77,0.6,0.03,0.19,0.0,0.55,0.56,0.57,0.33,0.0,0.0,0.8
cubefs.csv,0.68,0.3,0.0,0.43,0.0,0.42,0.94,0.02,0.0,0.44,0.06,0.67,0.71,0.17,0.5,0.0,0.0,0.12
emisview.csv,0.0,0.08,0.1,0.02,0.0,0.1,0.0,0.0,0.5,0.06,0.03,0.07,0.08,0.01,0.33,1.0,0.25,0.0
java-gnome.csv,0.16,0.11,0.19,0.28,0.29,0.32,1.0,0.44,0.09,0.06,0.22,0.38,0.5,0.26,0.0,0.0,0.0,0.44
jgameai.csv,0.0,0.0,0.26,0.08,0.38,0.19,0.05,0.11,0.32,0.06,0.14,0.07,0.17,0.14,0.0,0.0,0.5,0.12
megasquirtavr.csv,1.0,0.89,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,0.98,1.0,1.0,1.0,1.0,0.75,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.13,0.34,0.15,0.24,0.48,0.31,0.12,0.26,0.19,0.03,0.0,0.12,0.21,0.5,1.0,0.0,0.36
mptvseries.csv,0.05,0.16,0.18,0.09,0.29,0.0,0.18,0.12,0.47,0.0,0.11,0.2,0.08,0.17,0.33,0.0,0.0,0.24
oorexx.csv,0.21,0.48,0.23,0.64,0.33,0.52,0.15,0.48,0.53,0.56,0.5,0.66,0.58,0.4,0.17,0.0,0.25,0.0
somap.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.99,0.0,0.0,1.0,1.0
tktoolkit.csv,0.11,0.62,0.96,0.58,0.52,0.26,0.0,0.42,0.65,0.31,0.14,0.32,0.44,0.46,0.17,0.0,0.75,0.48
xharbour.csv,0.0,0.7,0.56,0.47,0.76,0.65,0.9,0.84,1.0,0.94,0.61,0.63,0.81,0.69,1.0,0.0,0.75,0.6
