,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.88,0.76,0.97,0.68,0.57,0.91,0.0,0.75,0.49,0.88,0.79,0.93,0.51,0.93,0.46,0.91,0.89,0.78,0.68
bzbyte.csv,0.96,0.68,0.97,0.68,0.71,1.01,0.75,0.9,0.89,1.0,1.0,0.02,0.92,1.0,0.77,0.35,0.76,0.52,0.81
chrysalis.csv,0.73,0.72,0.83,0.95,0.88,0.76,0.52,0.67,0.51,0.72,0.88,0.71,0.53,0.73,0.54,1.0,0.07,0.33,0.49
dspace-gsoc.csv,0.69,0.83,0.77,0.68,0.8,0.9,0.68,0.59,0.74,0.7,0.0,0.79,0.65,0.69,0.97,0.93,0.78,1.32,0.64
fbmanager.csv,0.63,0.65,0.03,0.42,0.67,0.72,0.53,0.67,0.69,0.76,0.73,0.65,0.55,0.77,0.61,0.73,0.69,0.47,0.84
fityk.csv,0.51,0.75,0.47,0.49,0.61,0.7,0.61,0.47,0.51,0.68,0.69,0.6,0.68,0.05,0.57,0.52,0.47,0.29,0.65
fleet-simulator.csv,0.68,0.58,0.77,0.89,0.86,0.78,0.71,0.69,0.54,0.73,0.8,0.81,0.8,0.74,0.57,0.0,0.46,0.33,0.67
freenet.csv,0.9,0.74,0.68,0.75,0.02,0.74,0.66,0.48,0.68,0.92,0.95,0.64,0.56,0.89,0.57,0.83,0.77,0.5,0.55
google-caja.csv,0.55,0.85,0.45,0.47,0.65,0.62,0.6,0.0,0.66,0.65,0.69,0.92,0.63,0.76,0.45,0.31,0.54,0.26,0.56
k3b.csv,0.55,0.75,0.57,0.49,0.55,0.68,0.5,0.44,0.4,0.02,0.71,0.49,0.62,0.66,0.46,0.57,0.55,0.45,0.47
mediaportal.csv,0.94,0.87,0.97,0.96,0.88,0.6,0.88,0.91,0.95,1.0,0.96,0.89,0.23,0.96,1.09,1.0,0.93,1.09,0.96
myfaces.csv,0.97,0.64,0.94,0.94,0.91,0.77,0.87,0.99,0.1,0.92,0.74,0.95,0.9,0.87,0.97,1.0,0.97,0.6,0.92
onotoa.csv,0.89,0.63,0.75,0.57,0.73,0.06,0.85,0.67,0.87,0.81,0.83,0.75,0.65,0.88,0.81,1.02,0.81,1.21,0.83
paintown.csv,0.01,0.63,0.6,0.49,0.52,0.73,0.65,0.55,0.54,0.57,0.77,0.73,0.57,0.63,0.47,0.46,0.56,1.18,0.51
poormans.csv,0.85,0.72,0.85,0.56,0.54,0.84,0.57,0.73,0.48,0.68,0.69,0.75,0.77,0.61,0.09,0.9,0.74,1.01,0.62
sqlpower-library.csv,0.82,0.55,0.92,0.06,0.84,0.65,0.78,0.59,0.6,0.78,0.84,0.86,0.71,0.84,0.78,1.0,0.73,1.05,0.7
triplea.csv,0.51,0.05,0.5,0.75,0.74,0.77,0.62,0.8,0.56,0.64,0.77,0.74,0.72,0.61,0.65,0.11,0.43,1.07,0.69
xamj.csv,0.94,0.68,0.92,0.82,0.84,0.78,0.66,0.72,0.49,0.76,0.7,0.83,0.86,0.76,0.63,1.02,0.56,1.03,0.06
