,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.2,0.37,0.05,0.48,0.62,0.17,1.0,0.4,0.52,0.22,0.34,0.13,0.4,0.12,0.55,0.17,0.19,0.37,0.45
bzbyte.csv,0.64,0.54,0.68,0.57,0.7,0.84,0.61,0.79,0.23,0.8,0.79,0.99,0.31,0.78,0.3,0.79,0.33,0.65,0.47
chrysalis.csv,0.4,0.45,0.28,0.81,0.66,0.85,0.61,0.51,0.33,0.46,0.41,0.5,0.39,0.43,0.44,0.92,0.96,0.8,0.53
dspace-gsoc.csv,0.44,0.31,0.36,0.54,0.33,0.19,0.45,0.65,0.19,0.46,1.0,0.39,0.33,0.51,0.06,0.14,0.32,0.24,0.4
fbmanager.csv,0.56,0.53,0.99,0.75,0.69,0.57,0.62,0.69,0.23,0.47,0.65,0.63,0.37,0.56,0.37,0.43,0.25,0.7,0.37
fityk.csv,0.61,0.63,0.7,0.78,0.73,0.59,0.55,0.85,0.33,0.54,0.7,0.73,0.33,0.99,0.39,0.65,0.41,0.83,0.49
fleet-simulator.csv,0.66,0.78,0.64,0.82,0.78,0.71,0.58,0.8,0.34,0.78,0.76,0.68,0.34,0.76,0.44,1.0,0.42,0.8,0.51
freenet.csv,0.18,0.56,0.49,0.67,0.99,0.59,0.61,0.7,0.26,0.15,0.76,0.65,0.38,0.2,0.38,0.39,0.21,0.67,0.52
google-caja.csv,0.58,0.59,0.67,0.72,0.69,0.79,0.67,1.0,0.25,0.52,0.7,0.75,0.37,0.66,0.49,0.81,0.36,0.85,0.52
k3b.csv,0.58,0.63,0.62,0.68,0.69,0.57,0.63,0.73,0.41,0.99,0.55,0.71,0.37,0.56,0.47,0.6,0.41,0.71,0.54
mediaportal.csv,0.11,0.51,0.06,0.75,0.57,0.83,0.5,0.76,0.13,0.0,0.1,0.62,0.83,0.09,0.14,0.93,0.21,0.72,0.39
myfaces.csv,0.63,0.75,0.69,0.82,0.76,0.84,0.61,0.74,0.92,0.8,0.81,0.8,0.27,0.79,0.17,0.93,0.25,0.57,0.44
onotoa.csv,0.62,0.66,0.63,0.6,0.74,0.99,0.55,0.69,0.19,0.64,0.61,0.64,0.31,0.65,0.28,0.81,0.27,0.49,0.38
paintown.csv,0.99,0.54,0.54,0.71,0.65,0.55,0.49,0.66,0.32,0.66,0.39,0.62,0.37,0.54,0.46,0.71,0.34,0.54,0.51
poormans.csv,0.46,0.62,0.55,0.74,0.67,0.37,0.57,0.52,0.44,0.73,0.48,0.46,0.29,0.57,0.93,0.83,0.23,0.9,0.48
sqlpower-library.csv,0.29,0.68,0.15,0.98,0.74,0.61,0.68,0.8,0.27,0.36,0.37,0.76,0.35,0.31,0.36,0.89,0.23,0.81,0.51
triplea.csv,0.68,0.98,0.67,0.75,0.76,0.66,0.53,0.77,0.33,0.75,0.72,0.72,0.33,0.73,0.42,0.94,0.45,0.76,0.5
xamj.csv,0.6,0.74,0.64,0.86,0.75,0.81,0.61,0.75,0.34,0.79,0.64,0.72,0.3,0.72,0.34,0.82,0.35,0.85,0.96
