,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.91,0.73,0.67,0.56,0.39,0.86,0.44,0.82,0.9,0.86,0.73,0.8,0.43,0.75,0.57,0.8,0.75,0.69,0.78
bzbyte.csv,0.44,0.46,0.44,0.46,0.42,0.33,0.38,0.37,0.44,0.41,0.29,0.39,0.39,0.36,0.54,0.37,0.43,0.46,0.49
chrysalis.csv,0.81,0.65,0.89,0.41,0.43,0.38,0.47,0.57,0.47,0.76,0.48,0.52,0.48,0.76,0.61,0.34,0.88,0.41,0.49
dspace-gsoc.csv,0.67,0.77,0.8,0.52,0.98,0.9,0.69,0.48,0.6,0.71,0.39,0.8,0.39,0.54,0.97,0.75,0.9,0.89,0.63
fbmanager.csv,0.55,0.52,0.49,0.38,0.37,0.49,0.48,0.45,0.6,0.68,0.43,0.45,0.52,0.49,0.54,0.69,0.65,0.45,0.58
fityk.csv,0.5,0.37,0.35,0.44,0.38,0.63,0.46,0.37,0.56,0.62,0.37,0.36,0.4,0.42,0.49,0.5,0.47,0.39,0.58
fleet-simulator.csv,0.45,0.3,0.48,0.35,0.33,0.38,0.37,0.34,0.41,0.42,0.28,0.41,0.35,0.38,0.37,0.3,0.4,0.33,0.43
freenet.csv,0.95,0.45,0.67,0.42,0.43,0.45,0.37,0.49,0.48,0.88,0.31,0.46,0.43,0.86,0.51,0.76,0.65,0.52,0.52
google-caja.csv,0.54,0.31,0.42,0.35,0.34,0.35,0.36,0.35,0.49,0.56,0.34,0.35,0.35,0.34,0.37,0.35,0.51,0.3,0.42
k3b.csv,0.5,0.31,0.41,0.4,0.34,0.47,0.43,0.39,0.5,0.44,0.42,0.36,0.35,0.5,0.48,0.48,0.57,0.38,0.47
mediaportal.csv,0.86,0.48,0.0,0.45,0.54,0.46,0.46,0.41,0.62,0.0,0.8,0.57,0.98,0.67,0.6,0.34,0.56,0.53,0.53
myfaces.csv,0.44,0.4,0.44,0.41,0.39,0.42,0.38,0.4,0.98,0.41,0.33,0.39,0.43,0.38,0.66,0.34,0.5,0.65,0.51
onotoa.csv,0.47,0.41,0.5,0.42,0.45,0.39,0.44,0.45,0.53,0.5,0.44,0.58,0.7,0.46,0.59,0.42,0.53,0.7,0.59
paintown.csv,0.51,0.55,0.48,0.45,0.48,0.47,0.64,0.44,0.48,0.45,0.6,0.38,0.42,0.48,0.58,0.42,0.51,0.43,0.55
poormans.csv,0.61,0.42,0.54,0.45,0.39,0.58,0.5,0.55,0.64,0.53,0.61,0.52,0.49,0.58,0.7,0.42,0.62,0.39,0.71
sqlpower-library.csv,0.93,0.37,0.86,0.43,0.38,0.44,0.35,0.36,0.59,0.93,0.61,0.37,0.43,0.93,0.54,0.36,0.68,0.37,0.52
triplea.csv,0.47,0.39,0.43,0.4,0.33,0.37,0.55,0.35,0.45,0.42,0.38,0.43,0.43,0.43,0.45,0.29,0.44,0.35,0.46
xamj.csv,0.48,0.37,0.49,0.39,0.39,0.39,0.4,0.4,0.5,0.46,0.48,0.41,0.43,0.46,0.54,0.39,0.56,0.38,0.65
