,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.73,0.73,0.33,0.94,0.77,1.0,1.0,0.91,0.51,1.0,0.73,0.8,0.28,0.75,0.54,1.0,0.75,1.0,0.72
bzbyte.csv,0.48,0.62,0.52,0.75,0.68,0.8,0.51,0.73,0.13,0.7,0.65,1.0,0.19,0.66,0.2,1.0,0.2,1.0,0.32
chrysalis.csv,0.7,0.65,0.67,0.72,0.62,0.84,0.74,0.83,0.21,0.76,0.52,0.78,0.28,0.76,0.39,0.87,1.0,1.0,0.45
dspace-gsoc.csv,0.67,0.54,0.8,0.76,0.85,0.8,0.69,0.81,0.13,0.86,1.0,0.75,0.22,0.69,0.06,1.0,0.6,0.89,0.37
fbmanager.csv,0.53,0.67,0.97,0.88,0.69,0.82,0.64,0.77,0.14,0.68,0.66,0.79,0.27,0.63,0.26,0.94,0.17,1.0,0.26
fityk.csv,0.69,0.6,0.68,0.83,0.72,0.83,0.58,0.85,0.22,0.74,0.68,0.81,0.21,0.98,0.32,1.0,0.31,1.0,0.36
fleet-simulator.csv,0.54,0.7,0.54,0.74,0.67,0.81,0.51,0.78,0.21,0.74,0.67,0.73,0.21,0.7,0.29,1.0,0.28,1.0,0.36
freenet.csv,0.36,0.59,0.56,0.72,0.99,0.81,0.54,0.88,0.16,0.62,0.65,0.79,0.26,0.71,0.28,0.82,0.16,1.0,0.4
google-caja.csv,0.68,0.56,0.77,0.85,0.7,0.86,0.58,1.0,0.16,0.81,0.68,0.73,0.24,0.66,0.35,1.0,0.26,1.0,0.4
k3b.csv,0.68,0.6,0.62,0.87,0.75,0.84,0.71,0.89,0.28,1.0,0.65,0.87,0.24,0.71,0.34,1.0,0.35,1.0,0.48
mediaportal.csv,0.57,0.52,1.0,0.7,0.58,0.87,0.43,0.72,0.08,0.0,0.4,0.7,0.9,0.67,0.09,0.87,0.13,0.97,0.26
myfaces.csv,0.47,0.68,0.53,0.73,0.66,0.84,0.49,0.7,0.96,0.71,0.71,0.74,0.17,0.68,0.11,0.87,0.15,1.0,0.29
onotoa.csv,0.48,0.66,0.54,0.88,0.68,0.99,0.46,0.77,0.11,0.67,0.61,0.74,0.22,0.62,0.18,0.84,0.17,0.95,0.27
paintown.csv,1.0,0.7,0.64,0.85,0.81,0.82,0.71,0.84,0.2,0.79,0.67,0.75,0.25,0.78,0.34,0.97,0.23,0.96,0.44
poormans.csv,0.41,0.61,0.48,0.8,0.76,0.75,0.64,0.74,0.38,0.74,0.72,0.76,0.18,0.77,0.94,0.86,0.17,0.98,0.63
sqlpower-library.csv,0.48,0.7,0.43,0.98,0.66,0.85,0.54,0.81,0.17,0.87,0.56,0.75,0.22,0.6,0.23,0.86,0.17,0.98,0.35
triplea.csv,0.61,0.97,0.66,0.74,0.69,0.8,0.59,0.75,0.2,0.75,0.67,0.76,0.21,0.73,0.27,1.0,0.3,0.97,0.35
xamj.csv,0.46,0.66,0.51,0.76,0.66,0.83,0.54,0.76,0.23,0.74,0.67,0.74,0.18,0.68,0.25,0.84,0.27,0.98,0.98
