,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.82,0.35,0.51,0.45,0.31,0.49,0.22,0.38,0.36
bibletime.csv,0.09,0.55,0.86,0.44,0.95,0.97,0.97,0.86,0.21
flexpay.csv,0.55,0.16,0.0,0.27,0.55,0.02,0.67,0.28,0.5
lufa-lib.csv,0.64,0.14,0.63,0.77,0.65,0.51,0.31,0.18,0.5
nullc.csv,0.0,0.98,0.93,0.95,0.47,0.81,0.32,1.0,0.43
pgui.csv,0.27,0.51,0.0,0.16,0.91,0.29,0.95,0.0,0.64
superwaba.csv,0.36,0.2,0.47,0.66,0.34,0.34,0.21,0.54,0.36
sylpheed-claws.csv,1.0,0.37,0.28,0.78,1.0,0.58,1.0,0.97,1.0
xqilla.csv,0.45,0.52,0.03,0.18,0.14,0.27,0.37,0.06,0.14
