,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.56,0.26,0.29,0.82,0.48,0.6,0.68,0.5,1.0,0.85,1.0,0.76,0.37,0.0
emeraldemu.csv,0.53,0.22,0.17,0.87,0.63,0.73,0.54,0.5,0.3,1.0,0.93,1.0,1.0,0.27
frogatto.csv,0.49,0.17,0.13,0.79,0.36,0.45,0.56,0.28,0.23,0.72,0.71,0.71,0.32,0.25
grafx2.csv,0.53,0.22,0.33,0.84,0.55,0.48,0.54,0.37,0.31,0.81,0.74,0.89,0.53,0.18
jahshakafx.csv,0.58,0.22,0.25,0.85,0.45,0.54,0.55,0.71,0.26,0.86,0.83,0.82,0.44,0.2
nassp.csv,0.55,0.24,0.0,0.88,0.55,0.66,0.72,0.35,0.56,0.86,0.94,0.69,0.47,0.62
netatalk.csv,0.5,0.16,0.14,0.72,0.36,0.42,0.48,0.32,0.24,0.69,0.79,0.72,0.43,0.22
open-beos.csv,0.51,0.2,0.21,0.84,0.41,0.62,0.55,0.27,0.29,0.6,0.82,0.79,0.29,0.19
psycle.csv,0.32,0.13,0.15,0.79,0.42,0.51,0.5,0.32,0.25,0.66,0.75,0.68,0.33,0.14
quantlib.csv,0.3,0.12,0.0,0.66,0.31,0.4,0.48,0.0,0.21,0.0,0.71,0.0,0.0,0.31
reaper-ecad.csv,0.43,0.28,0.31,0.83,0.66,0.88,0.86,0.0,0.0,0.0,1.0,1.0,1.0,0.0
sbml.csv,0.52,0.21,0.21,0.78,0.35,0.56,0.62,0.33,0.27,0.65,0.89,0.61,0.3,0.29
unimrcp.csv,0.51,0.17,0.19,0.79,0.48,0.57,0.53,0.44,0.29,0.88,0.85,0.67,0.59,0.24
unladen-swallow.csv,0.53,0.23,0.11,0.81,0.36,0.51,0.74,0.44,1.0,0.79,0.74,0.7,0.38,0.23
