,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.52,0.31,0.25,0.33,0.25,0.02,0.68,0.6,0.1,0.45,0.06,0.7,0.53,0.0
emeraldemu.csv,0.79,0.61,0.69,0.36,0.72,0.41,0.58,0.09,0.73,0.02,0.62,0.29,0.17,0.15
frogatto.csv,0.82,0.73,0.17,0.59,0.64,0.64,0.61,0.5,0.43,0.75,0.13,0.63,0.64,0.66
grafx2.csv,0.79,0.73,0.79,0.41,0.7,0.42,0.58,0.65,0.78,0.72,0.6,0.52,0.67,0.41
jahshakafx.csv,0.8,0.7,0.71,0.5,0.74,0.54,0.6,0.23,0.67,0.73,0.68,0.55,0.75,0.25
nassp.csv,0.57,0.39,0.0,0.46,0.39,0.28,0.31,0.37,0.77,0.62,0.47,0.36,0.66,0.47
netatalk.csv,0.79,0.69,0.33,0.59,0.63,0.59,0.39,0.47,0.47,0.7,0.73,0.54,0.7,0.6
open-beos.csv,0.83,0.76,0.73,0.4,0.71,0.64,0.37,0.17,0.71,0.65,0.73,0.47,0.53,0.44
psycle.csv,0.38,0.52,0.53,0.64,0.72,0.63,0.43,0.64,0.59,0.75,0.62,0.68,0.68,0.41
quantlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.13,0.0,0.0,0.56
reaper-ecad.csv,0.04,0.11,0.69,0.04,0.19,0.06,0.15,0.0,0.0,0.0,0.04,0.23,0.17,0.0
sbml.csv,0.83,0.72,0.79,0.64,0.61,0.62,0.71,0.67,0.68,0.76,0.73,0.67,0.61,0.56
unimrcp.csv,0.81,0.68,0.75,0.6,0.7,0.58,0.52,0.64,0.73,0.56,0.7,0.62,0.73,0.64
unladen-swallow.csv,0.28,0.5,0.05,0.47,0.44,0.43,0.4,0.72,0.1,0.49,0.21,0.48,0.68,0.29
