,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,3.0,0.0,4.0,2.0,2.0,0.0,0.0,8.0,12.0,0.0,23.0,1.0,0.0,3.0
customwars.csv,5.0,0.0,5.0,3.0,56.0,12.0,1.0,2.0,0.0,1.0,82.0,2.0,0.0,1.0
firebreath.csv,6.0,1.0,4.0,1.0,1.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,3.0,0.0
gss.csv,3.0,3.0,1.0,3.0,4.0,2.0,5.0,4.0,9.0,5.0,45.0,0.0,0.0,0.0
irplus.csv,5.0,2.0,5.0,19.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
kwave.csv,0.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,10.0,0.0,1.0,0.0
liferea.csv,7.0,0.0,7.0,9.0,0.0,2.0,3.0,4.0,2.0,3.0,10.0,1.0,0.0,4.0
plearn.csv,0.0,2.0,3.0,7.0,9.0,0.0,4.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0
psrchive.csv,2.0,1.0,5.0,0.0,5.0,1.0,2.0,2.0,6.0,8.0,6.0,1.0,5.0,0.0
qcad2.csv,2.0,1.0,2.0,7.0,6.0,7.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0
tzod.csv,1.0,3.0,0.0,2.0,5.0,1.0,4.0,3.0,10.0,4.0,14.0,0.0,0.0,4.0
wxcode.csv,2.0,0.0,0.0,1.0,0.0,71.0,155.0,0.0,111.0,0.0,0.0,1.0,0.0,0.0
xinity.csv,6.0,0.0,7.0,16.0,4.0,8.0,1.0,0.0,14.0,5.0,29.0,0.0,8.0,1.0
xmoto.csv,3.0,2.0,2.0,12.0,4.0,3.0,2.0,8.0,21.0,0.0,28.0,0.0,0.0,1.0
