,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,233.5,98.5,193.0,87.5,1125.5,97.5,98.5,5045.0,193.0,0.0,267.5,98.5,96.5,97.5,379.0,372.5
codeblocks.csv,98.5,98.5,354.0,98.5,1490.5,97.5,98.5,383.0,193.0,1330.0,454.5,98.5,99.0,83.5,382.0,197.5
grisbi.csv,197.5,98.5,95.5,98.5,1567.0,97.5,98.5,3548.0,193.0,1488.5,1379.5,98.5,99.0,97.5,867.0,389.0
libmesh.csv,294.0,96.5,492.0,97.5,1046.0,265.5,90.5,6343.5,189.0,1767.5,85.5,292.5,99.0,99.0,867.0,467.5
mesa3d.csv,95.5,98.5,260.5,91.5,28.5,97.5,96.5,5050.0,95.5,1326.0,1104.0,98.5,96.5,97.5,191.0,385.0
panda3d.csv,197.5,97.5,489.0,98.5,1317.5,91.5,95.5,3739.0,95.5,690.0,1379.5,195.0,98.5,97.5,188.0,90.5
proftp.csv,98.5,98.5,275.0,78.5,600.5,97.5,98.5,6206.0,61.5,0.0,184.5,98.5,57.5,97.5,190.0,0.0
qmmp.csv,98.5,92.5,391.0,98.5,876.0,91.5,96.5,7061.5,95.5,1487.5,2185.0,759.0,99.0,99.0,278.5,99.0
red5.csv,197.5,96.5,95.5,96.5,1674.5,97.5,98.5,1154.0,95.5,1767.5,1470.0,197.5,99.0,99.0,772.5,99.0
soar.csv,197.5,98.5,393.0,98.5,2103.0,97.5,98.5,6962.5,193.0,1767.5,1556.5,197.5,99.0,99.0,867.0,99.0
super-tux.csv,93.5,98.5,95.5,96.5,1483.5,97.5,98.5,2018.0,192.0,1685.0,1285.0,197.5,99.0,99.0,575.5,99.0
t-2.csv,97.5,96.5,95.5,96.5,1674.5,95.5,98.5,163.0,94.5,1767.5,356.0,390.5,99.0,99.0,760.5,99.0
tart.csv,95.5,98.5,393.0,188.0,1062.0,97.5,98.5,4569.5,193.0,1668.5,172.0,98.5,99.0,97.5,478.0,367.0
tcvp.csv,41.5,94.5,0.0,90.5,232.5,0.0,0.0,155.0,0.0,259.5,467.5,272.0,91.5,0.0,0.0,97.5
utgb.csv,98.5,98.5,94.5,78.5,1054.0,95.5,98.5,1934.0,269.5,703.0,449.5,98.5,93.5,97.5,284.5,464.5
xbrlapi.csv,98.5,98.5,492.0,98.5,439.5,97.5,92.5,4392.0,95.5,0.0,745.5,98.5,74.5,97.5,162.0,0.0
