,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.25,0.3,0.2,0.21,0.32,0.38,0.12,0.36,0.21,0.18,0.1
badtrinitycore.csv,0.0,0.05,0.24,0.18,0.15,0.06,0.17,0.13,0.09,0.06,0.07
boost.csv,0.92,0.3,0.6,0.52,0.53,0.12,0.33,0.72,0.35,0.32,0.5
electric-core.csv,0.79,0.6,0.23,0.37,0.52,0.25,0.53,0.72,0.51,0.84,0.63
java-gnome.csv,0.29,0.1,0.39,0.29,0.27,0.19,0.35,0.57,0.95,0.33,0.33
miranda-icq.csv,0.58,1.0,0.32,0.38,0.76,0.25,0.27,0.14,0.23,0.47,0.17
ofbiz.csv,0.5,0.95,0.79,0.56,0.64,0.62,0.82,0.74,0.7,0.43,0.23
olsrd.csv,0.67,0.15,0.24,0.25,0.3,0.31,0.53,0.3,0.19,0.49,0.1
opensim4opencog.csv,0.71,0.3,0.46,0.57,0.25,0.94,0.47,0.57,0.35,0.6,0.17
t-2.csv,0.29,0.6,0.4,0.49,0.52,0.38,0.79,0.18,0.67,0.23,0.63
xcf.csv,0.83,0.25,0.38,0.44,0.58,0.06,0.43,0.86,0.38,0.29,0.33
