,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.78,0.89,0.42,0.26,0.18,0.78,0.53,0.06,0.44,0.73,0.57
badtrinitycore.csv,0.0,0.0,0.3,0.37,0.04,0.0,0.07,0.2,0.41,0.75,0.78
boost.csv,0.53,0.89,0.25,0.13,0.16,0.6,0.24,0.15,0.55,0.72,0.55
electric-core.csv,0.58,0.82,0.42,0.18,0.17,0.85,0.3,0.15,0.43,0.66,0.55
java-gnome.csv,0.56,0.9,0.16,0.15,0.15,0.94,0.25,0.1,0.37,0.72,0.58
miranda-icq.csv,0.61,0.77,0.35,0.12,0.11,0.33,0.42,0.28,0.49,0.72,0.64
ofbiz.csv,0.57,0.77,0.19,0.13,0.12,0.6,0.25,0.14,0.41,0.78,0.71
olsrd.csv,0.62,0.94,0.38,0.2,0.21,0.74,0.31,0.17,0.53,0.73,0.75
opensim4opencog.csv,0.59,0.89,0.3,0.18,0.24,0.75,0.31,0.12,0.46,0.7,0.71
t-2.csv,0.61,0.74,0.22,0.13,0.1,0.4,0.23,0.33,0.29,0.83,0.56
xcf.csv,0.56,0.91,0.32,0.19,0.09,0.93,0.34,0.13,0.47,0.76,0.72
