,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.35,0.23,0.38,0.85,0.09,0.53,0.55,1.0,0.02,0.68
cubefs.csv,0.31,0.23,0.17,0.91,0.04,0.53,0.58,0.82,0.0,0.85
iaml.csv,0.35,0.12,0.22,0.88,0.2,0.6,0.74,0.7,0.0,0.67
ivataopenportal.csv,0.42,0.23,0.2,0.86,0.11,0.72,0.54,0.69,0.0,0.7
mb-unit.csv,0.35,0.33,0.21,0.9,0.09,0.52,0.54,0.9,0.03,0.74
mvdsv.csv,0.55,0.18,0.0,0.89,0.75,0.5,0.59,0.75,0.0,1.0
nova.csv,0.31,0.52,0.16,0.86,0.0,0.45,0.75,0.77,0.03,0.73
openwbem.csv,0.54,0.5,0.29,0.89,0.15,0.5,0.66,0.72,0.04,0.83
xcmetadataservicestoolkit.csv,0.42,0.14,0.16,0.88,0.09,0.5,0.56,0.86,0.03,0.86
