,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.95,1.0,0.71,0.83,1.0,0.68,0.62,0.08,1.0,0.8
cubefs.csv,0.17,1.0,1.0,0.53,0.33,0.67,0.64,0.69,0.0,0.57
iaml.csv,0.16,0.08,0.52,0.21,0.67,0.35,0.66,0.09,0.0,0.5
ivataopenportal.csv,0.76,1.0,0.86,0.91,1.0,0.73,0.76,0.99,0.0,0.78
mb-unit.csv,0.89,0.08,0.52,0.69,1.0,0.97,0.69,0.36,1.0,0.85
mvdsv.csv,0.03,0.23,0.0,0.07,1.0,0.01,0.07,0.08,0.0,0.18
nova.csv,0.39,0.92,0.43,0.33,0.0,0.26,0.45,0.3,1.0,0.28
openwbem.csv,0.57,0.23,0.33,0.51,0.67,0.63,0.22,0.74,1.0,0.5
xcmetadataservicestoolkit.csv,0.43,0.23,0.86,0.49,1.0,0.8,0.85,0.23,1.0,0.8
