,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.49,1.0,0.2,0.27,0.83,0.32,0.1,0.45
emite.csv,0.52,0.3,0.38,0.29,0.78,0.39,0.11,0.97
irrlicht.csv,0.47,0.39,0.11,0.24,0.99,0.37,0.09,0.48
migen.csv,0.97,0.29,0.14,0.42,0.79,0.4,0.1,0.43
motu.csv,0.5,0.32,0.08,1.0,0.79,0.44,0.04,0.33
openxava.csv,0.47,0.27,1.0,0.14,0.77,0.4,0.07,0.5
truevision.csv,0.55,0.28,0.13,0.23,0.81,1.0,0.13,0.42
zoolib.csv,0.64,0.5,0.43,0.4,0.68,1.0,0.92,0.75
