,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.68,0.52,0.48,0.53,0.46,0.29,0.42,0.3,0.58
gdis.csv,0.59,0.46,0.56,0.46,0.68,0.18,0.35,0.2,0.88
kml.csv,0.69,0.43,0.36,0.57,0.77,0.16,0.49,0.24,0.7
ppcboot.csv,0.7,0.49,0.42,0.64,0.71,0.19,0.5,0.26,0.87
repositorium.csv,0.14,0.04,0.02,0.12,0.19,0.41,0.06,0.0,0.43
rsyslog.csv,0.79,0.42,0.45,0.52,0.46,0.21,0.46,0.31,0.76
ultimairis.csv,0.72,0.45,0.39,0.69,0.65,0.44,0.62,0.27,0.87
wow-qrsk.csv,0.14,0.41,0.59,0.46,0.43,0.0,0.04,0.18,0.22
xbg.csv,0.41,0.04,0.12,0.65,0.3,0.13,0.44,0.47,0.31
