,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.91,0.44,0.0,0.0,0.4,0.48,0.45,0.73
apolloplayer.csv,0.45,0.97,0.82,0.15,0.62,0.29,0.54,0.23
k3d.csv,0.21,0.15,0.0,0.51,0.11,0.98,0.0,0.0
kowari.csv,0.42,0.29,0.0,0.0,0.44,0.41,1.0,0.0
redshell.csv,0.27,0.37,0.82,0.0,0.97,0.09,0.72,0.0
rtb-team.csv,0.5,0.6,0.91,0.94,0.45,0.4,0.63,0.6
xreal.csv,0.04,0.0,0.0,0.32,0.02,0.16,0.17,1.0
