,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.11,0.73,1.0,1.0,0.73,0.78,0.7,0.49
apolloplayer.csv,0.86,0.04,0.52,0.98,0.6,0.95,0.69,0.86
k3d.csv,0.84,0.88,1.0,0.59,0.98,0.03,1.0,1.01
kowari.csv,0.64,0.75,1.0,1.0,0.65,0.81,0.0,1.0
redshell.csv,0.93,0.76,0.53,1.0,0.12,0.98,0.58,1.05
rtb-team.csv,0.62,0.61,0.34,0.07,0.75,0.74,0.63,0.57
xreal.csv,0.97,1.0,1.0,0.73,0.98,0.87,0.87,0.0
