,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.58,0.78,1.07,0.82,1.0,1.0,0.72,0.39,0.76
jicarilla.csv,0.92,1.0,0.25,1.0,1.0,1.0,0.97,0.69,0.92
optalgtoolkit.csv,0.79,0.68,0.8,0.68,0.69,0.35,0.7,0.94,0.79
oscarmcmaster.csv,0.66,0.8,1.01,0.57,0.77,0.86,0.67,0.76,0.53
ossim.csv,0.84,0.77,0.8,0.34,1.0,0.63,0.74,0.92,0.81
projectts.csv,0.57,0.7,0.99,0.66,0.89,0.87,0.66,0.96,0.62
sabbu.csv,0.35,0.69,0.93,0.62,0.61,0.92,0.68,0.88,0.78
vxl.csv,0.62,0.6,0.94,0.7,0.91,0.94,0.76,0.89,0.58
zact.csv,0.73,0.97,0.82,0.68,0.33,1.0,0.9,0.76,0.77
