,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.15,0.67,0.45,0.4,0.57
chrysalis.csv,0.39,0.75,0.66,0.2,0.74
mobicents.csv,0.39,0.32,0.22,0.31,0.42
snakeyaml.csv,0.03,0.32,0.17,0.01,0.18
xamj.csv,0.27,0.21,0.16,0.15,0.21
