,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.74,0.63,0.82,0.33,0.67
chrysalis.csv,0.47,0.54,0.58,0.81,0.6
mobicents.csv,0.5,0.67,0.48,0.7,0.72
snakeyaml.csv,0.33,0.55,0.66,0.05,0.56
xamj.csv,0.45,0.41,0.6,0.38,0.71
