,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.49,0.65,0.61,0.03
jajuk.csv,0.04,0.46,0.53,0.81
vapor.csv,0.79,0.96,0.08,0.9
zorannt.csv,0.7,0.13,0.73,0.8
