,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.62,0.17,0.32,0.99
jajuk.csv,0.98,0.25,0.36,0.68
vapor.csv,0.43,0.12,1.0,0.83
zorannt.csv,0.54,0.95,0.3,0.68
