,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.43,0.38,0.75,0.31,0.5,0.29,0.12,0.0,0.67,0.0
flylegacy.csv,0.43,0.86,0.82,0.18,0.68,0.37,0.19,0.78,0.33,0.5
jguard.csv,0.39,0.64,0.75,0.15,0.63,0.56,0.19,0.75,0.3,0.4
m-a-d-n-e-s-s.csv,0.8,1.0,0.86,0.31,0.62,0.0,0.0,1.0,0.61,0.57
mob-sen-plat.csv,0.4,0.87,0.75,0.15,0.64,0.38,0.21,0.84,0.34,0.44
raygina.csv,0.62,0.0,0.76,0.15,0.67,0.38,0.22,0.9,0.48,0.5
st-filteredstatistics.csv,0.38,0.81,0.73,0.16,0.65,0.4,0.19,0.92,0.31,0.42
upp-mirror.csv,0.38,0.8,0.77,0.22,0.75,0.47,0.23,0.76,0.48,0.46
wishmaster.csv,0.28,0.56,0.72,0.18,0.7,0.27,0.4,0.43,0.5,0.38
yarp.csv,0.58,0.67,0.76,0.07,0.5,0.26,0.11,0.73,0.28,0.52
