,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.31,0.15,0.46,0.4,0.16,0.11,0.09,0.0,0.14,0.0
flylegacy.csv,0.57,0.51,0.73,0.24,0.5,0.46,0.31,0.7,0.49,0.47
jguard.csv,0.55,0.64,0.73,0.25,0.71,0.61,0.32,0.8,0.47,0.49
m-a-d-n-e-s-s.csv,0.46,0.06,0.53,0.29,0.14,0.0,0.0,0.3,0.64,0.25
mob-sen-plat.csv,0.55,0.84,0.85,0.25,0.72,0.53,0.3,0.88,0.5,0.49
raygina.csv,0.67,0.0,0.73,0.24,0.33,0.33,0.25,0.37,0.54,0.42
st-filteredstatistics.csv,0.55,0.63,0.83,0.27,0.71,0.51,0.32,0.89,0.48,0.59
upp-mirror.csv,0.45,0.37,0.79,0.33,0.74,0.47,0.28,0.46,0.5,0.32
wishmaster.csv,0.23,0.39,0.61,0.23,0.64,0.37,0.51,0.13,0.51,0.44
yarp.csv,0.38,0.11,0.63,0.09,0.06,0.33,0.12,0.32,0.37,0.56
