,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.62,0.57,0.76,0.91
jlinalg.csv,0.5,0.53,0.5,0.43
qmmp.csv,0.35,0.46,0.58,0.52
yale.csv,0.88,0.61,0.99,0.57
