,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.54,0.98,0.42,0.25
jlinalg.csv,1.0,0.8,0.77,0.9
qmmp.csv,0.56,0.55,0.57,0.97
yale.csv,0.32,0.66,0.94,0.51
