,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.93,0.02,0.28,0.1
jlinalg.csv,0.0,0.6,0.69,0.65
qmmp.csv,0.21,0.28,0.35,0.0
yale.csv,0.07,0.82,0.0,0.84
