,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.05,0.03,0.21,0.39,0.14,0.0,0.21,0.16,0.05,0.18,0.26,0.0,0.98,0.27,0.09,0.19,0.2,0.14,0.29
blogentis.csv,0.07,0.47,0.02,0.22,0.68,0.1,0.96,0.31,0.12,0.15,0.55,0.35,0.1,0.3,0.37,0.14,0.24,0.59,0.26,0.36
free-evolution.csv,0.0,0.44,0.0,0.21,0.53,0.11,0.29,0.18,0.24,0.13,0.32,0.33,0.0,0.22,0.48,0.05,0.42,0.13,0.36,0.97
gtad.csv,1.0,0.27,0.0,0.18,0.04,0.37,0.21,0.08,0.0,0.0,0.22,0.17,0.0,0.08,0.0,0.2,0.07,0.04,0.1,0.0
htmlunit.csv,0.0,0.41,0.03,0.24,0.27,0.09,0.38,0.23,0.22,0.0,0.96,0.24,0.0,0.2,0.07,0.32,0.54,0.4,0.36,0.23
ipfire-wall.csv,0.12,0.47,0.03,0.12,0.47,0.24,0.29,0.11,0.0,0.25,0.28,0.3,0.18,0.28,1.0,0.15,0.51,0.45,0.37,0.0
irplus.csv,0.0,0.05,0.02,0.19,0.25,0.09,0.22,0.3,0.17,0.0,0.41,0.28,0.1,0.16,0.24,0.16,1.0,0.62,0.48,0.24
jasperreports.csv,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.04,0.0,0.0,0.07,0.14,0.0,0.07,0.0,1.0,0.14,0.0,0.06,0.0
jaxlib.csv,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.0,0.1,0.04,1.0,0.16,0.0,0.06,0.08,0.12,0.0,0.0
jvcl.csv,0.0,0.15,0.0,0.93,0.04,0.05,0.07,0.11,0.0,0.0,0.12,0.09,0.0,0.14,0.0,0.15,0.13,0.26,0.29,0.0
kaffeine.csv,0.05,0.54,0.02,0.18,1.0,0.13,0.42,0.7,0.2,0.03,0.48,0.27,0.08,0.29,0.49,0.11,0.53,0.39,0.41,0.38
m-m-m.csv,0.06,0.46,0.03,0.15,0.88,0.13,0.31,0.99,0.11,0.08,0.43,0.23,0.13,0.24,0.5,0.13,0.55,0.37,0.28,0.43
myfaces.csv,0.0,0.4,0.0,0.21,0.53,0.1,0.33,0.2,0.14,0.0,0.41,0.96,0.0,0.19,0.26,0.12,0.44,0.06,0.2,0.27
nh3d.csv,0.0,0.0,1.0,0.0,0.04,0.17,0.07,0.0,0.33,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.03,0.06,0.0
poormans.csv,0.0,0.43,0.02,0.18,0.39,0.29,0.45,0.32,0.16,0.15,0.54,0.51,0.0,0.24,0.0,0.21,0.3,0.48,0.99,0.2
sarasvati.csv,0.2,0.42,0.0,0.19,0.32,0.96,0.08,0.08,0.21,0.09,0.29,0.41,0.11,0.17,0.11,0.08,0.2,0.02,0.53,0.23
smartgwt.csv,0.09,0.53,0.02,0.18,0.84,0.11,0.26,0.74,0.26,0.11,0.48,0.28,0.06,0.11,0.42,0.11,0.54,0.98,0.32,0.37
taokgame.csv,0.0,0.0,0.0,0.07,0.04,0.12,0.06,0.11,1.0,0.03,0.02,0.17,0.0,0.26,0.19,0.04,0.23,0.05,0.22,0.33
wgs-assembler.csv,0.12,0.97,0.08,0.18,0.12,0.2,0.42,0.48,0.16,0.14,0.38,0.24,0.0,0.32,0.31,0.21,0.17,0.39,0.23,0.24
