,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.33,0.02,0.13,1.0,0.1,0.0,0.86,0.11,0.03,0.43,0.22,0.0,1.0,0.33,0.06,0.5,0.33,0.3,0.35
blogentis.csv,0.04,0.37,0.01,0.12,0.87,0.07,0.96,0.77,0.08,0.08,0.53,0.3,0.06,0.24,0.3,0.08,0.29,0.78,0.26,0.27
free-evolution.csv,0.0,0.42,0.0,0.12,0.7,0.07,0.24,0.83,0.15,0.07,0.54,0.26,0.0,0.15,0.38,0.02,0.38,0.19,0.3,1.0
gtad.csv,1.0,0.54,0.0,0.33,1.0,0.6,0.75,1.0,0.0,0.0,0.5,0.45,0.0,0.33,0.0,0.29,0.33,0.67,0.33,0.0
htmlunit.csv,0.0,0.37,0.02,0.14,0.8,0.05,0.44,0.78,0.18,0.0,0.99,0.18,0.0,0.21,0.1,0.2,0.47,0.63,0.56,0.45
ipfire-wall.csv,0.07,0.42,0.02,0.08,1.0,0.18,0.25,0.75,0.0,0.14,0.3,0.21,0.11,0.21,1.0,0.1,0.61,0.39,0.6,0.0
irplus.csv,0.0,0.5,0.01,0.13,0.88,0.06,0.31,0.9,0.12,0.0,0.44,0.2,0.06,0.13,0.43,0.09,1.0,0.79,0.4,0.22
jasperreports.csv,0.0,1.0,0.0,0.0,0.0,0.16,0.0,1.0,0.0,0.0,0.75,0.5,0.0,0.17,0.0,1.0,0.5,0.0,0.5,0.0
jaxlib.csv,0.33,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.31,0.25,1.0,0.5,0.0,0.17,1.0,0.5,0.0,0.0
jvcl.csv,0.0,0.29,0.0,1.0,1.0,0.03,0.07,1.0,0.0,0.0,0.17,0.07,0.0,0.11,0.0,0.11,0.33,0.48,0.5,0.0
kaffeine.csv,0.03,0.37,0.01,0.1,1.0,0.07,0.26,0.77,0.11,0.02,0.32,0.16,0.04,0.17,0.33,0.06,0.36,0.24,0.26,0.23
m-m-m.csv,0.03,0.37,0.01,0.08,0.89,0.07,0.21,1.0,0.07,0.04,0.29,0.13,0.07,0.15,0.37,0.07,0.44,0.23,0.18,0.3
myfaces.csv,0.0,0.31,0.0,0.14,0.77,0.05,0.23,0.75,0.11,0.0,0.34,1.0,0.0,0.12,0.31,0.07,0.32,0.23,0.17,0.2
nh3d.csv,0.0,0.0,1.0,0.0,1.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.08,1.0,0.0
poormans.csv,0.0,0.33,0.01,0.12,0.61,0.19,0.5,0.83,0.1,0.08,0.52,0.42,0.0,0.25,0.0,0.12,0.32,0.79,1.0,0.28
sarasvati.csv,0.12,0.34,0.0,0.14,0.58,0.92,0.5,1.0,0.16,0.05,0.38,0.6,0.06,0.15,0.11,0.05,0.27,0.5,0.87,0.32
smartgwt.csv,0.05,0.36,0.01,0.1,0.81,0.06,0.57,0.8,0.15,0.06,0.34,0.18,0.03,0.08,0.29,0.06,0.47,1.0,0.23,0.24
taokgame.csv,0.0,0.0,0.0,0.08,1.0,0.09,0.12,1.0,1.0,0.02,0.05,0.16,0.0,0.24,0.21,0.02,0.4,0.08,0.23,0.53
wgs-assembler.csv,0.07,1.0,0.05,0.11,1.0,0.12,0.42,1.0,0.13,0.08,0.47,0.16,0.0,0.24,0.5,0.14,0.3,0.36,0.22,0.28
