,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,1.0,0.29,0.58,0.33,0.82,0.39
aztec.csv,0.36,0.92,0.54,0.46,0.43,0.37
mplayer-ce.csv,0.68,0.67,0.77,0.79,0.85,0.98
qmmp.csv,0.59,0.5,0.58,0.98,0.91,0.87
synergyspace.csv,0.0,0.08,0.92,0.03,0.04,0.16
xtreemfs.csv,0.34,0.29,0.31,0.38,0.99,0.39
