,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.99,0.12,0.29,0.47,0.86,0.44
aztec.csv,0.41,0.94,0.25,0.44,0.57,0.39
mplayer-ce.csv,0.57,0.1,0.33,0.59,0.85,0.98
qmmp.csv,0.64,0.23,0.35,0.99,0.9,0.61
synergyspace.csv,0.0,0.15,0.96,0.06,0.07,0.23
xtreemfs.csv,0.48,0.23,0.25,0.51,1.0,0.45
