,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.0,28.0,1.0,1.0,1.0,0.0
aztec.csv,1.0,0.0,1.0,2.0,1.0,0.0
mplayer-ce.csv,0.0,40.0,1.0,2.0,6.0,0.0
qmmp.csv,0.0,19.0,0.0,0.0,3.0,0.0
synergyspace.csv,83.0,1.0,0.0,2.0,3.0,0.0
xtreemfs.csv,1.0,3.0,14.0,1.0,0.0,0.0
