,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.03,0.76,0.74,0.67,0.51,0.69
aztec.csv,0.79,0.08,0.86,0.83,0.66,0.75
mplayer-ce.csv,0.84,0.98,0.8,0.94,0.77,0.03
qmmp.csv,0.49,0.55,0.62,0.02,0.57,0.84
synergyspace.csv,1.0,0.92,0.08,0.97,0.97,0.86
xtreemfs.csv,0.67,0.72,0.76,0.63,0.01,0.67
