,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,1.0,0.33,0.53,0.38,0.74,0.43
aztec.csv,0.38,0.93,0.45,0.44,0.46,0.4
mplayer-ce.csv,0.48,0.27,0.52,0.28,0.57,0.98
qmmp.csv,0.61,0.54,0.57,0.98,0.75,0.48
synergyspace.csv,0.0,0.1,0.93,0.04,0.05,0.19
xtreemfs.csv,0.39,0.34,0.35,0.43,0.99,0.43
