,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.82,0.44,0.47,0.26,0.47,0.36,0.25,0.62
anaxagora.csv,0.49,0.43,0.0,0.39,0.61,0.2,0.59,0.67
botsnscouts.csv,0.74,0.59,0.13,0.71,0.62,0.75,0.4,0.64
emisview.csv,0.75,0.66,0.48,0.64,0.43,0.46,0.09,0.53
matrex.csv,0.06,0.2,0.64,0.51,0.12,0.83,0.24,0.15
mediaportal.csv,0.22,0.2,0.12,0.38,0.28,0.19,0.06,0.6
mediate.csv,0.75,0.26,0.68,0.59,0.41,0.58,0.39,0.43
ontopia.csv,0.55,0.61,0.36,0.59,0.45,0.55,0.83,0.58
