,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.32,0.51,0.46,1.0,0.96
minig.csv,0.32,0.53,1.0,0.94,0.2
ossbuild.csv,0.11,0.11,0.24,0.91,0.0
rezilla.csv,0.95,0.8,0.76,0.53,0.84
webdriver.csv,0.11,0.96,0.33,0.03,0.29
