,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.71,0.47,0.58,0.43,0.58
minig.csv,0.6,0.47,0.57,0.42,0.94
ossbuild.csv,0.89,0.8,0.97,0.97,0.0
rezilla.csv,0.67,0.43,0.4,0.47,0.43
webdriver.csv,0.86,0.55,0.85,0.92,0.62
