,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.36,0.52,0.5,0.21,0.97
minig.csv,0.36,0.54,1.0,0.21,0.24
ossbuild.csv,0.13,0.13,0.28,0.93,0.0
rezilla.csv,0.96,0.35,0.39,0.47,0.42
webdriver.csv,0.13,0.96,0.38,0.04,0.33
