,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.36,0.51,0.47,0.24,0.98
minig.csv,0.31,0.52,1.0,0.22,0.3
ossbuild.csv,0.14,0.2,0.29,0.95,0.0
rezilla.csv,0.97,0.56,0.47,0.17,0.54
webdriver.csv,0.15,0.97,0.41,0.05,0.38
