,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.89,0.96,0.0,0.71,0.45,1.0,1.0,0.96,0.57,0.0,0.14,0.32,0.92,0.92,0.3,0.41,1.0,0.62
arsenal-1.csv,0.91,0.86,0.32,0.47,0.36,0.96,0.85,0.52,0.48,0.11,0.07,0.38,0.95,0.35,0.06,0.22,1.0,0.74
atomsite.csv,0.88,0.81,0.22,0.44,1.0,0.46,0.87,0.43,0.45,0.07,0.16,0.23,0.9,0.41,0.2,0.35,0.93,0.87
barracudamvc.csv,0.8,0.99,0.23,0.42,0.33,0.46,0.84,0.4,0.44,0.05,0.18,0.2,0.94,0.28,0.15,0.22,1.0,0.74
bionote.csv,0.0,1.0,0.15,0.25,0.42,0.5,0.7,0.67,0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.38,1.0,0.71
bulmages.csv,0.89,0.82,0.67,1.0,0.33,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.38,0.0,0.0,1.0,1.0
fm-classic.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.5,1.0,0.0,0.0,0.67,0.0,0.0,0.5,0.0,1.0
hazelcast.csv,0.83,0.83,0.39,0.43,0.34,0.55,1.0,0.44,0.42,0.04,0.24,0.21,0.92,0.28,0.16,0.28,1.0,0.73
jppf-project.csv,0.82,0.83,0.24,0.42,0.31,0.46,0.83,0.41,0.4,0.04,0.2,0.21,1.0,0.28,0.13,0.25,0.98,0.74
megasquirtavr.csv,0.82,0.83,1.0,0.42,0.32,0.47,0.91,0.46,0.42,0.04,0.21,0.21,0.92,0.28,0.15,0.24,1.0,0.74
mevenide.csv,1.0,0.81,0.19,0.41,0.25,0.48,0.88,0.48,0.48,0.0,0.0,0.22,0.97,0.36,0.25,1.0,1.0,0.67
mumble.csv,0.96,0.81,0.0,0.62,0.5,0.56,1.0,0.7,0.6,0.0,0.0,0.0,1.0,1.0,0.25,0.53,1.0,0.5
mycila.csv,1.0,0.77,0.21,0.75,0.25,0.0,0.82,0.21,0.45,0.03,1.0,0.08,0.87,0.33,0.0,0.17,1.0,0.5
opengs.csv,1.0,0.89,0.31,0.45,0.32,0.55,0.85,0.54,1.0,0.07,0.21,0.24,0.96,0.36,0.21,0.34,0.97,0.8
openintents.csv,0.5,0.73,1.0,1.0,0.38,0.27,0.91,0.53,0.51,0.0,0.18,0.14,0.88,0.41,0.29,0.33,0.97,0.72
tweetsharp.csv,0.87,0.9,0.17,0.69,0.2,0.0,0.88,0.34,0.51,0.06,0.24,0.24,0.79,0.33,0.18,0.35,1.0,1.0
xharbour.csv,1.0,0.84,0.26,0.43,0.33,0.47,0.85,0.49,0.46,0.06,0.2,0.21,0.9,0.3,0.16,0.25,0.98,0.76
