,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.43,0.27,0.0,0.56,0.45,0.09,0.34,0.99,0.35,0.0,0.12,0.42,0.28,0.49,0.75,0.28,0.36,0.22
arsenal-1.csv,0.59,0.54,0.39,0.61,0.55,0.96,0.45,0.65,0.39,0.68,0.12,0.47,0.63,0.67,0.14,0.28,0.54,0.53
atomsite.csv,0.36,0.47,0.55,0.57,0.96,0.49,0.4,0.44,0.58,0.65,0.47,0.37,0.47,0.67,0.7,0.66,0.0,0.36
barracudamvc.csv,0.43,0.99,0.52,0.57,0.41,0.0,0.34,0.34,0.42,0.59,0.2,0.3,0.65,0.48,0.43,0.23,0.51,0.0
bionote.csv,0.0,0.12,0.28,0.05,0.27,0.22,0.27,0.31,0.13,0.0,0.0,0.0,0.12,0.0,1.0,0.12,0.12,0.14
bulmages.csv,0.21,0.16,0.12,0.05,0.06,0.0,0.02,0.0,0.02,0.0,0.0,0.84,0.01,0.15,0.0,0.0,0.12,0.12
fm-classic.csv,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.31,0.05,1.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.02
hazelcast.csv,0.38,0.0,0.62,0.33,0.45,0.69,1.0,0.56,0.48,0.13,0.61,0.05,0.0,0.0,0.54,0.62,0.94,0.5
jppf-project.csv,0.0,0.0,0.54,0.39,0.09,0.0,0.0,0.45,0.5,0.05,0.21,0.0,1.0,0.0,0.29,0.13,0.0,0.27
megasquirtavr.csv,0.0,0.0,0.88,0.13,0.0,0.0,0.78,0.49,0.21,0.13,0.54,0.0,0.0,0.0,0.43,0.44,0.93,0.0
mevenide.csv,0.38,0.48,0.17,0.34,0.06,0.5,0.31,0.48,0.34,0.0,0.0,0.33,0.46,0.4,0.54,0.92,0.54,0.17
mumble.csv,0.29,0.32,0.0,0.4,0.27,0.54,0.36,0.37,0.2,0.0,0.0,0.0,0.13,0.93,0.73,0.39,0.19,0.12
mycila.csv,0.02,0.12,0.29,0.16,0.17,0.0,0.29,0.17,0.41,0.36,1.0,0.12,0.17,0.05,0.0,0.04,0.11,0.09
opengs.csv,0.29,0.43,0.53,0.56,0.55,0.68,0.56,0.63,1.0,0.65,0.51,0.46,0.28,0.57,0.53,0.6,0.0,0.7
openintents.csv,0.02,0.18,0.06,0.97,0.48,0.13,0.42,0.7,0.67,0.0,0.24,0.27,0.35,0.69,0.83,0.57,0.0,0.45
tweetsharp.csv,0.6,0.2,0.18,0.44,0.17,0.0,0.31,0.45,0.65,0.37,0.44,0.53,0.14,0.63,0.42,0.51,0.31,0.94
xharbour.csv,0.99,0.21,0.63,0.49,0.55,0.0,0.52,0.67,0.61,0.64,0.21,0.17,0.35,0.52,0.51,0.21,0.0,0.53
