,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.39,0.76,0.0,0.59,0.5,0.5,0.56,0.48,0.67,0.8,0.86,0.84,0.71,0.92,0.55,0.71,0.56,0.69
arsenal-1.csv,0.31,0.41,0.55,0.34,0.39,0.56,0.56,0.38,0.55,0.58,0.67,0.62,0.41,0.44,0.69,0.62,0.43,0.32
atomsite.csv,0.53,0.51,0.63,0.44,0.62,0.68,0.65,0.57,0.47,0.59,0.55,0.55,0.45,0.46,0.53,0.65,0.8,0.6
barracudamvc.csv,0.6,0.38,0.57,0.38,0.38,0.37,0.41,0.34,0.39,0.38,0.39,0.45,0.4,0.43,0.4,0.5,0.46,0.39
bionote.csv,0.0,0.9,0.97,0.75,0.92,0.9,0.8,0.89,0.9,0.5,0.83,0.5,0.89,0.67,0.88,0.88,0.83,0.86
bulmages.csv,0.94,0.94,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.5,0.88,0.0,0.5,0.83,0.75
fm-classic.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.75,0.67,0.0,0.0,0.67,0.0,0.0,0.5,0.0,0.0
hazelcast.csv,0.37,0.31,0.42,0.26,0.36,0.33,0.35,0.3,0.33,0.29,0.36,0.44,0.32,0.39,0.36,0.38,0.3,0.31
jppf-project.csv,0.39,0.34,0.78,0.28,0.4,0.37,0.43,0.36,0.47,0.3,0.38,0.44,0.35,0.39,0.38,0.47,0.37,0.41
megasquirtavr.csv,0.39,0.31,0.76,0.27,0.4,0.36,0.36,0.29,0.34,0.29,0.36,0.44,0.33,0.39,0.36,0.42,0.32,0.39
mevenide.csv,0.52,0.44,0.56,0.76,0.75,0.4,0.76,0.67,0.67,0.5,0.83,0.89,0.67,0.76,0.75,0.85,0.43,0.89
mumble.csv,0.65,0.58,0.75,0.69,0.9,0.4,0.47,0.9,0.93,0.75,0.71,0.0,0.9,0.61,0.5,0.68,0.89,0.88
mycila.csv,0.5,0.92,0.96,0.75,0.92,0.0,0.88,0.86,0.73,0.52,0.9,0.8,0.93,0.67,0.75,0.83,0.8,0.83
opengs.csv,0.91,0.54,0.59,0.45,0.48,0.4,0.53,0.5,0.63,0.53,0.58,0.53,0.74,0.56,0.79,0.66,0.47,0.46
openintents.csv,0.75,0.86,0.0,0.55,0.42,0.82,0.52,0.38,0.49,0.91,0.82,0.86,0.59,0.59,0.62,0.54,0.41,0.48
tweetsharp.csv,0.43,0.95,0.94,0.85,0.93,0.5,0.76,0.43,0.55,0.78,0.71,0.51,0.93,0.45,0.88,0.62,0.8,0.46
xharbour.csv,0.38,0.33,0.54,0.32,0.45,0.36,0.44,0.36,0.42,0.38,0.36,0.45,0.44,0.46,0.43,0.47,0.34,0.42
