,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.64,0.77,1.0,0.5,0.64,0.93,0.71,0.03,0.71,1.0,0.91,0.65,0.8,0.56,0.37,0.77,0.69,0.88
arsenal-1.csv,0.51,0.64,0.68,0.62,0.64,0.05,0.71,0.55,0.7,0.42,0.96,0.6,0.53,0.59,0.92,0.81,0.52,0.7
atomsite.csv,0.71,0.83,0.7,0.67,0.05,0.71,0.7,0.71,0.66,0.52,0.8,0.73,0.85,0.49,0.52,0.52,1.26,0.7
barracudamvc.csv,0.75,0.05,0.81,0.74,0.87,1.0,0.91,0.91,0.87,0.78,0.96,0.93,0.66,0.83,0.87,0.96,0.55,1.0
bionote.csv,1.0,0.9,0.85,0.96,0.79,0.83,0.96,0.73,0.89,1.0,1.01,1.0,0.9,1.0,0.0,0.9,0.9,0.89
bulmages.csv,0.82,0.88,0.9,0.96,0.96,1.0,0.98,1.0,0.98,1.0,1.0,0.19,1.0,0.88,1.0,1.0,0.9,0.9
fm-classic.csv,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.74,0.96,0.0,1.0,1.0,0.99,1.0,1.0,0.97,1.0,0.98
hazelcast.csv,0.9,1.0,0.48,0.91,0.85,0.63,0.0,0.79,0.83,0.97,0.76,0.99,1.0,1.0,0.81,0.71,0.07,0.83
jppf-project.csv,1.0,1.0,0.66,0.88,0.98,1.0,1.0,0.86,0.82,0.99,0.95,1.0,0.0,1.0,0.93,0.97,1.01,0.93
megasquirtavr.csv,1.0,1.0,0.15,0.97,1.0,1.0,0.51,0.84,0.95,0.97,0.79,1.0,1.0,1.0,0.87,0.87,0.09,1.0
mevenide.csv,0.67,0.78,0.98,0.76,0.96,0.82,0.75,0.65,0.74,1.0,1.01,0.76,0.6,0.69,0.55,0.1,0.52,0.88
mumble.csv,0.75,0.8,1.0,0.67,0.78,0.6,0.69,0.69,0.84,1.0,1.01,1.0,0.89,0.08,0.43,0.66,0.84,0.94
mycila.csv,0.98,0.92,0.79,0.87,0.89,1.0,0.8,0.93,0.7,0.78,0.0,0.95,0.89,0.96,1.0,0.97,0.91,0.95
opengs.csv,0.75,0.66,0.58,0.65,0.75,0.61,0.71,0.53,0.0,0.53,0.67,0.68,0.77,0.58,0.58,0.56,1.1,0.57
openintents.csv,0.98,0.9,0.95,0.04,0.65,0.93,0.65,0.53,0.57,1.01,0.83,0.85,0.84,0.49,0.35,0.58,1.06,0.74
tweetsharp.csv,0.57,0.83,0.87,0.62,0.9,1.0,0.75,0.87,0.56,0.71,0.68,0.64,0.96,0.63,0.68,0.6,0.74,0.07
xharbour.csv,0.01,0.95,0.72,0.83,0.77,1.0,0.81,0.66,0.75,0.74,0.95,0.96,0.94,0.81,0.83,0.96,1.0,0.81
