,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.72,0.71,0.85,0.68,0.96,0.72,0.72,0.56,0.0,0.71,0.91,0.63,0.58,0.61,0.85,0.97
customsagetv.csv,0.85,0.92,1.0,1.0,1.0,1.0,1.0,0.91,0.91,0.95,1.0,0.95,0.68,0.86,0.93,0.0
fluidium.csv,0.92,0.78,1.0,0.83,0.9,0.9,0.98,0.92,1.02,0.83,0.88,0.85,0.96,0.06,1.0,0.83
guineu.csv,0.12,0.64,0.86,0.85,0.91,0.96,0.87,0.7,0.73,0.82,0.97,0.95,0.65,0.63,0.95,0.76
inkscape.csv,0.87,0.62,0.53,0.54,0.83,0.74,0.0,0.62,0.64,0.51,0.85,0.53,0.66,0.61,0.82,0.99
mpqc.csv,0.88,0.72,0.94,0.62,0.64,0.05,0.94,0.61,0.88,0.8,0.67,0.98,0.81,0.82,0.71,0.56
nsis.csv,0.85,0.99,0.91,0.92,0.94,0.87,1.0,0.65,0.94,0.94,0.0,1.0,0.81,0.9,0.91,0.66
octave.csv,0.77,0.7,0.74,0.55,0.01,0.82,0.8,0.88,0.87,0.63,0.81,0.65,0.69,0.78,0.79,0.57
owfs.csv,0.6,0.83,1.0,0.0,0.79,0.92,0.92,0.65,0.84,0.87,0.76,0.93,0.72,0.8,0.91,0.75
owlib.csv,0.57,0.05,0.92,0.92,0.92,0.89,0.67,0.82,0.85,0.74,0.88,0.85,0.6,0.7,0.76,0.53
pamguard.csv,0.62,0.65,0.83,0.67,0.64,0.72,0.73,0.56,0.42,0.74,0.67,0.61,0.75,0.72,0.06,0.76
prelude.csv,0.95,0.88,0.02,0.81,0.94,0.86,0.82,0.94,0.77,0.8,0.61,0.83,0.87,1.03,0.95,0.82
robocode.csv,0.42,0.77,0.79,0.6,0.91,0.91,0.93,0.04,0.51,0.82,0.96,0.92,0.59,0.93,0.69,0.67
uwom-server.csv,0.78,0.87,1.0,0.82,0.86,0.86,0.7,0.81,0.86,0.05,1.07,0.72,0.84,0.78,0.74,0.66
zengine.csv,0.97,0.95,0.42,0.88,0.57,0.89,0.82,0.66,0.52,0.87,0.81,0.0,0.82,0.93,0.91,0.85
zildo.csv,0.56,0.57,0.48,0.7,0.63,0.83,0.51,0.68,0.55,0.59,0.86,0.7,0.09,0.78,0.69,0.67
