,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.56,0.55,0.44,0.56,0.69,0.67,0.72,0.63,0.68,0.25,0.0,0.0,0.65,0.72,0.42,0.63,0.65
biopax.csv,0.42,0.0,0.0,0.0,0.0,0.53,0.0,0.21,0.17,0.0,0.0,0.0,0.47,0.05,0.0,0.87,0.0
ffigo.csv,0.01,0.22,0.05,0.35,0.0,0.02,0.11,0.02,0.13,0.3,0.0,0.2,0.75,0.07,0.54,0.43,0.09
freebios.csv,0.42,0.37,0.81,0.21,0.33,0.28,0.43,0.46,0.39,0.42,0.61,0.48,0.5,0.24,0.47,0.46,0.23
glelite.csv,0.27,0.17,0.39,0.61,0.2,0.45,0.09,0.09,0.58,0.2,0.05,0.98,0.2,0.13,0.55,0.69,0.13
gnupdate.csv,0.63,0.6,0.45,0.35,0.8,0.56,0.65,0.63,0.57,0.3,0.14,0.0,0.54,0.45,0.39,0.49,0.51
go.csv,0.75,0.57,0.45,0.46,0.8,0.56,0.79,0.7,0.69,0.42,0.14,0.59,0.62,0.63,0.52,0.61,0.51
gstreamer.csv,0.71,0.54,0.38,0.33,0.61,0.45,0.66,0.58,0.67,0.35,0.59,0.53,0.52,0.72,0.65,0.68,0.0
metacosm.csv,0.27,0.61,0.12,0.72,0.55,0.29,0.48,0.42,0.56,0.44,0.14,0.31,0.46,0.35,0.38,0.62,0.74
pcsx2.csv,0.66,0.59,0.56,0.57,0.64,0.51,0.73,0.17,0.73,0.46,0.0,0.28,0.0,0.68,0.55,0.52,0.67
pgui.csv,0.0,0.0,0.21,0.57,0.3,0.0,0.64,0.65,0.01,0.07,0.0,0.64,0.04,0.0,0.62,0.66,0.0
qse.csv,0.42,0.57,0.28,0.62,0.29,0.35,0.74,0.51,0.6,0.35,0.4,0.47,0.34,0.4,0.51,0.76,0.6
rebecca-aiml.csv,0.7,0.62,0.31,0.55,0.38,0.54,0.7,0.63,0.64,0.83,0.42,0.56,0.63,0.64,0.54,0.56,0.41
skia.csv,0.55,0.59,0.14,0.6,0.56,0.63,0.42,0.55,0.53,0.36,0.83,0.49,0.41,0.44,0.67,0.23,0.37
vars-redux.csv,0.68,0.66,0.31,0.78,0.5,0.55,0.57,0.58,0.64,0.69,0.69,0.59,0.64,0.66,0.54,0.54,0.75
wxjs.csv,0.0,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.4,0.95,0.15,0.0,0.0,0.11,0.04,0.0
yale.csv,0.0,0.54,0.71,0.38,0.05,0.2,0.46,0.55,0.37,0.59,0.42,0.0,0.57,0.54,0.44,0.4,0.34
