,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.63,0.89,0.83,0.6,0.72,0.39,0.68,0.76,0.96
bloodycore.csv,0.88,0.78,0.47,0.9,1.0,0.53,0.85,0.78,0.93
dvd-create.csv,0.9,0.47,0.76,0.22,0.68,0.53,0.64,0.65,0.63
dvt.csv,0.64,0.4,0.68,0.57,0.85,0.74,0.6,0.55,0.58
gbif-indexingtoolkit.csv,0.86,0.94,0.84,0.95,0.42,0.58,0.96,0.94,0.68
mumble.csv,0.68,0.67,0.62,0.95,0.72,0.49,0.68,0.24,0.77
planeshift.csv,0.83,0.76,0.72,0.41,0.9,0.92,0.46,0.87,0.72
truevision.csv,0.68,0.83,0.75,1.0,0.74,1.0,0.53,0.7,0.34
zorannt.csv,0.42,0.63,0.55,0.95,0.59,0.53,0.72,0.5,0.7
