,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.25,0.45,0.73,0.14,0.49
nabu-library.csv,0.23,0.2,0.89,0.35,0.88
pcgen.csv,0.97,0.67,1.0,0.97,0.93
selenium.csv,0.7,0.71,0.66,0.81,0.63
tolven.csv,0.45,0.51,0.07,0.81,0.04
