,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.31,0.37,0.63,0.14,0.44
nabu-library.csv,0.33,0.26,0.42,0.35,0.82
pcgen.csv,0.69,0.67,0.43,0.46,0.65
selenium.csv,0.7,0.67,0.42,0.55,0.51
tolven.csv,0.55,0.6,0.08,0.7,0.08
