,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.07,0.03,0.09,0.65,0.0,0.02,0.67,0.24,0.11,0.31,0.04,0.54,0.71,0.29
boost-sandbox.csv,0.61,0.71,0.47,0.26,0.86,0.7,0.17,0.59,0.25,0.67,0.4,0.3,0.0,0.24
customwars.csv,0.58,0.47,0.44,0.67,0.39,0.28,0.0,0.47,0.5,0.39,0.36,0.28,0.86,0.37
dvd-create.csv,0.63,0.84,0.56,0.63,0.8,0.89,0.0,0.88,0.75,0.89,0.72,0.91,0.86,0.73
frogatto.csv,0.93,0.72,0.47,0.85,0.7,0.54,0.92,0.71,0.86,0.58,0.92,0.59,1.0,0.87
glelite.csv,0.98,0.99,0.4,1.0,0.92,0.42,0.92,0.59,0.86,0.83,0.96,0.83,1.0,0.96
go.csv,0.71,0.71,0.24,0.57,0.28,0.79,0.0,0.88,0.43,0.53,0.6,0.39,0.57,0.47
irplus.csv,0.56,0.25,0.33,0.54,0.23,0.18,0.58,0.65,0.54,0.36,0.64,0.33,0.71,0.26
lsb.csv,0.53,0.52,0.8,0.67,0.88,0.22,0.0,0.88,0.39,0.53,0.88,0.39,0.71,0.34
moving-pictures.csv,0.53,0.2,0.24,0.33,0.07,0.48,0.0,0.88,0.64,0.67,0.56,0.26,0.71,0.33
mpgravity.csv,0.88,0.7,0.82,0.35,0.84,0.99,0.83,1.0,0.64,0.86,0.88,0.87,0.86,0.91
plearn.csv,0.68,0.03,0.0,0.0,0.08,0.0,0.25,0.71,0.61,0.47,0.8,0.22,0.0,0.52
rebecca-aiml.csv,0.42,0.67,0.76,0.72,0.46,0.32,0.0,0.82,0.89,0.75,0.76,0.89,0.71,0.48
wxcode.csv,0.47,0.38,0.11,0.54,0.18,0.13,0.58,0.29,0.32,0.14,0.36,0.19,1.0,0.37
