,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.83,0.8,0.75,0.45,0.5,0.67,0.65,0.93,0.8,0.79,0.75,0.72,0.93,0.79
boost-sandbox.csv,0.57,0.51,0.69,0.9,0.39,0.55,0.64,0.39,0.63,0.44,0.58,0.69,0.61,0.89
customwars.csv,0.41,0.39,0.67,0.32,0.44,0.49,0.0,0.49,0.46,0.5,0.52,0.71,0.46,0.43
dvd-create.csv,0.46,0.41,0.65,0.4,0.42,0.4,0.0,0.34,0.36,0.43,0.38,0.47,0.48,0.48
frogatto.csv,0.4,0.37,0.67,0.32,0.34,0.37,0.38,0.41,0.29,0.45,0.34,0.55,0.44,0.49
glelite.csv,0.4,0.4,0.83,0.35,0.4,0.47,0.37,0.47,0.32,0.44,0.34,0.43,0.46,0.51
go.csv,0.44,0.44,0.72,0.41,0.61,0.37,0.0,0.33,0.52,0.52,0.47,0.71,0.54,0.44
irplus.csv,0.43,0.64,0.87,0.33,0.67,0.69,0.41,0.44,0.43,0.47,0.43,0.61,0.6,0.46
lsb.csv,0.51,0.54,0.55,0.45,0.4,0.97,0.0,0.36,0.62,0.68,0.37,0.74,0.53,0.52
moving-pictures.csv,0.45,0.88,0.91,0.48,0.8,0.41,0.0,0.38,0.44,0.34,0.54,0.93,0.52,0.44
mpgravity.csv,0.4,0.42,0.6,0.58,0.39,0.39,0.56,0.33,0.34,0.42,0.31,0.41,0.45,0.51
plearn.csv,0.41,0.5,0.0,0.5,0.83,0.0,0.83,0.43,0.36,0.43,0.43,0.72,0.0,0.49
rebecca-aiml.csv,0.57,0.43,0.62,0.35,0.47,0.55,0.0,0.35,0.32,0.45,0.37,0.59,0.46,0.43
wxcode.csv,0.55,0.55,0.83,0.37,0.92,0.94,0.5,0.89,0.56,0.8,0.59,0.84,0.64,0.6
