,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.69,0.8,0.56,0.64,0.76,0.71,0.58,0.95,0.35,0.73,0.59,0.34,0.93,0.83,0.66
emulemorph.csv,0.91,0.9,0.93,0.37,0.95,0.97,1.0,1.0,1.0,0.86,0.86,0.96,1.0,1.0,0.96
fceugc.csv,0.49,0.62,1.0,0.52,0.38,0.94,0.77,0.76,0.67,0.73,0.64,0.75,0.65,0.54,0.74
gnukeda.csv,0.76,0.3,0.64,0.83,0.85,0.28,0.83,0.9,0.98,0.85,0.88,0.85,0.73,0.62,0.72
gusanos.csv,0.97,0.72,0.63,0.76,0.82,0.85,0.97,0.26,0.94,0.84,0.64,0.82,0.85,0.9,0.76
micomt.csv,0.6,0.97,0.64,0.76,0.7,1.13,0.19,0.93,0.85,0.84,0.76,0.71,1.0,0.81,0.85
modplug.csv,0.83,0.97,0.55,0.91,0.79,1.08,0.68,0.56,0.81,0.3,0.63,0.86,0.69,0.56,0.75
ogre.csv,0.76,0.48,0.85,0.82,0.82,0.06,0.67,0.73,0.83,0.63,0.95,0.81,1.03,0.78,0.82
openfrag.csv,0.89,0.67,0.48,0.73,0.52,1.32,0.58,0.54,0.8,0.46,0.39,0.48,0.95,0.5,0.62
oscarmcmaster.csv,0.56,0.58,0.46,0.75,0.57,0.82,0.4,0.59,0.74,0.58,0.51,0.49,0.74,0.45,0.59
pidgin.csv,0.42,0.69,0.44,1.01,0.92,1.27,0.74,0.48,0.82,0.73,0.58,0.73,0.62,0.75,0.62
repositorium.csv,1.0,0.82,0.96,0.85,0.73,0.63,0.95,0.89,0.39,1.0,1.0,0.82,0.71,0.89,0.72
unimrcp.csv,0.82,0.83,0.32,0.72,0.84,0.98,0.71,0.66,0.94,0.63,0.7,0.73,0.74,0.66,0.6
xapian.csv,0.7,0.67,0.84,0.77,0.51,1.08,0.46,0.81,0.71,0.45,0.84,0.54,1.0,0.27,0.73
xqilla.csv,0.85,0.82,0.9,0.59,0.75,0.85,1.1,0.98,0.9,0.84,0.82,0.88,0.06,0.87,0.81
