,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.42,0.47,0.24,0.6,0.51,0.27,0.62
flexpay.csv,0.19,0.54,0.32,0.11,0.11,0.57,0.55
modellus.csv,0.19,0.65,0.31,0.47,0.61,0.78,0.77
open-data-kit.csv,0.28,0.65,0.29,0.52,0.38,0.69,0.8
phet.csv,0.5,0.47,0.12,0.24,0.25,0.29,0.53
qtractor.csv,0.22,0.69,0.32,0.55,0.53,0.72,0.72
sumatrapdf.csv,0.38,0.72,0.29,0.53,0.74,0.68,0.79
