,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.31,0.67,0.17,0.54,0.5,0.38,0.62
flexpay.csv,0.14,0.54,0.26,0.14,0.5,0.64,0.72
modellus.csv,0.14,0.83,0.21,0.62,0.83,0.8,0.79
open-data-kit.csv,0.21,0.59,0.18,0.38,0.56,0.58,0.86
phet.csv,0.41,0.44,0.1,0.2,0.19,0.31,0.52
qtractor.csv,0.16,0.75,0.22,0.52,0.52,0.69,0.79
sumatrapdf.csv,0.24,0.64,0.17,0.37,0.71,0.55,0.67
