,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.48,1.0,0.52,0.0,0.19,0.64
mcmc-jags.csv,0.67,0.36,0.52,0.93,0.22,0.5
olap-navigator.csv,0.98,0.5,0.52,0.73,0.52,0.57
pidgin.csv,0.36,0.73,0.78,0.47,0.99,0.89
salasaga.csv,0.64,0.82,0.63,0.67,0.66,0.96
sepgsql.csv,0.07,0.09,1.0,0.0,0.12,0.0
