,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.55,1.0,0.09,0.0,0.3,0.22
mcmc-jags.csv,0.75,0.36,0.1,0.97,0.35,0.33
olap-navigator.csv,0.99,0.47,0.12,0.59,0.64,0.3
pidgin.csv,0.47,0.52,0.12,0.32,0.99,0.24
salasaga.csv,0.63,0.6,0.07,0.32,0.66,0.98
sepgsql.csv,0.11,0.13,1.0,0.0,0.21,0.0
