,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.79,0.0,0.67,1.03,0.83,0.84
mcmc-jags.csv,0.42,0.79,0.63,0.07,0.78,0.57
olap-navigator.csv,0.02,0.68,0.59,0.37,0.54,0.59
pidgin.csv,0.74,0.81,0.59,0.75,0.02,0.99
salasaga.csv,0.93,0.69,0.87,0.96,0.97,0.04
sepgsql.csv,0.95,0.93,0.0,1.0,0.88,1.0
