,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.24,0.27,0.71,0.08,0.44,0.55,0.0,0.33,0.69,0.91,0.16,0.71,0.26,0.29,0.14,0.53,0.52
blue-c.csv,0.49,0.51,0.61,0.0,0.44,0.35,0.66,0.79,0.37,0.2,0.45,0.29,0.5,0.62,0.27,0.59,0.39
factor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04
fltk.csv,0.24,0.0,0.16,0.08,0.18,0.15,0.31,0.28,0.37,0.11,0.23,0.08,0.17,0.2,0.13,0.19,0.22
free-evolution.csv,0.13,0.48,0.43,0.48,0.32,0.09,0.55,0.46,0.36,0.71,0.21,0.46,0.29,0.78,0.0,0.56,0.26
icescrum.csv,0.17,0.25,0.32,0.08,0.09,0.21,0.19,0.1,0.34,0.16,0.29,0.04,0.2,0.27,0.18,0.03,0.17
jbasic.csv,0.13,0.18,0.25,0.08,0.03,0.0,0.16,0.56,0.12,0.15,0.21,0.12,0.03,0.22,0.07,0.16,0.13
kvs.csv,0.0,0.18,0.34,0.56,0.03,0.08,0.16,0.08,0.1,0.33,0.19,0.17,0.2,0.47,0.08,0.34,0.22
monetdb.csv,0.28,0.62,0.49,0.44,0.24,0.15,0.59,0.49,0.83,0.42,0.0,0.33,0.55,0.71,0.38,0.41,0.43
phet.csv,0.32,0.32,0.0,0.68,0.21,0.48,0.17,0.23,0.46,0.31,0.36,0.62,0.55,0.38,0.58,0.19,0.57
projecteqemu.csv,0.03,0.19,0.13,0.0,0.0,0.2,0.29,0.18,0.17,0.02,0.1,0.04,0.01,0.0,0.07,0.03,0.04
repositorium.csv,0.11,0.24,0.62,0.12,0.15,0.18,0.69,0.46,0.78,0.31,0.11,0.67,0.0,0.2,0.16,0.78,0.61
smarttag.csv,0.04,0.07,0.18,0.0,0.33,0.08,0.28,0.0,0.0,0.05,0.05,0.21,0.05,0.09,0.08,0.47,0.22
sumatrapdf.csv,0.36,0.63,0.58,0.04,0.38,0.29,0.66,0.77,0.71,0.0,0.36,0.46,0.35,0.71,0.68,0.91,0.3
voms.csv,0.0,0.02,0.01,0.04,0.0,0.0,0.03,0.0,0.05,0.0,0.02,0.12,0.05,0.18,0.0,0.09,0.04
vrjuggler.csv,0.47,0.47,0.34,0.56,0.29,0.42,0.38,0.23,0.0,0.31,0.48,0.17,0.16,0.29,0.54,0.38,0.74
wheat.csv,0.08,0.34,0.15,0.44,0.24,0.02,0.33,0.31,0.63,0.24,0.13,0.0,0.34,0.38,0.39,0.19,0.22
