,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.71,0.23,0.5,0.09,0.46,0.8,1.0,0.4,0.64,0.31,0.13,0.54,0.31,0.26,0.11,0.59,0.59
blue-c.csv,0.17,0.6,0.47,1.0,0.56,0.61,0.59,0.42,0.28,0.59,0.57,0.33,0.3,0.54,0.52,0.67,0.55
factor.csv,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.98
fltk.csv,0.44,0.98,0.17,0.31,0.48,0.28,0.32,0.33,0.52,0.4,0.42,0.13,0.11,0.6,0.31,0.51,0.09
free-evolution.csv,0.4,0.48,0.22,0.48,0.67,0.19,0.34,0.45,0.22,0.6,0.44,0.59,0.31,0.48,0.95,0.58,0.33
icescrum.csv,0.4,0.34,0.2,0.42,0.13,0.47,0.48,0.17,0.35,0.44,0.5,0.09,0.11,0.46,0.37,0.99,0.33
jbasic.csv,0.12,0.31,0.12,0.38,0.13,1.0,0.52,0.49,0.15,0.44,0.27,0.21,0.22,0.29,0.18,0.42,0.24
kvs.csv,1.0,0.33,0.22,0.22,0.13,0.13,0.14,0.09,0.15,0.65,0.43,0.21,0.31,0.67,0.25,0.55,0.31
monetdb.csv,0.29,0.52,0.4,0.26,0.59,0.38,0.26,0.5,0.49,0.6,0.97,0.62,0.53,0.6,0.54,0.74,0.52
phet.csv,0.44,0.24,0.97,0.36,0.37,0.22,0.14,0.17,0.28,0.04,0.13,0.52,0.11,0.2,0.4,0.13,0.55
projecteqemu.csv,0.12,0.4,0.0,0.04,0.0,0.48,0.19,0.48,0.07,0.3,0.41,0.0,0.0,1.0,0.15,0.25,0.24
repositorium.csv,0.06,0.28,0.46,0.12,0.38,0.26,0.48,0.56,0.53,0.19,0.18,0.48,0.77,0.22,0.14,0.5,0.5
smarttag.csv,0.06,0.25,0.2,0.16,0.58,0.17,0.1,1.0,0.15,0.04,0.11,0.13,0.11,0.1,0.11,0.72,0.06
sumatrapdf.csv,0.48,0.61,0.34,0.48,0.57,0.48,0.57,0.56,0.44,0.92,0.69,0.56,0.4,0.6,0.58,0.33,0.63
voms.csv,0.0,0.01,0.0,0.04,1.0,0.06,0.05,0.0,0.0,0.16,0.13,0.13,0.0,0.2,0.0,0.06,0.02
vrjuggler.csv,0.33,0.53,0.2,0.43,0.37,0.32,0.19,0.4,0.9,0.0,0.58,0.21,0.31,0.2,0.48,0.59,0.62
wheat.csv,0.24,0.31,0.22,0.15,0.26,0.0,0.23,0.4,0.42,0.36,0.52,0.97,0.11,0.61,0.47,0.3,0.12
