,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.38,0.85,0.81,0.94,0.71,0.55,0.0,0.72,0.71,0.94,0.91,0.78,0.77,0.83,0.92,0.65,0.64
blue-c.csv,0.98,0.63,0.79,0.0,0.62,0.53,0.71,0.9,0.84,0.49,0.62,0.77,0.88,0.73,0.58,0.63,0.61
factor.csv,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.05
fltk.csv,0.65,0.02,0.87,0.74,0.58,0.78,0.78,0.77,0.62,0.65,0.66,0.9,0.93,0.49,0.74,0.56,0.95
free-evolution.csv,0.66,0.71,0.92,0.72,0.46,0.85,0.88,0.73,0.89,0.74,0.63,0.6,0.78,0.84,0.06,0.67,0.75
icescrum.csv,0.67,0.74,0.89,0.64,0.89,0.61,0.59,0.86,0.77,0.63,0.61,0.93,0.93,0.64,0.69,0.03,0.73
jbasic.csv,0.91,0.75,0.93,0.67,0.89,0.0,0.54,0.75,0.88,0.63,0.79,0.83,0.82,0.78,0.85,0.65,0.82
kvs.csv,0.0,0.73,0.88,0.98,0.89,0.89,0.89,0.93,0.88,0.48,0.65,0.84,0.75,0.54,0.79,0.59,0.76
monetdb.csv,0.8,0.75,0.79,0.88,0.51,0.68,0.96,0.7,0.83,0.57,0.04,0.52,0.71,0.73,0.62,0.46,0.65
phet.csv,0.68,0.86,0.04,0.93,0.7,0.94,0.9,0.89,0.88,1.02,0.96,0.76,1.06,0.91,0.84,0.91,0.7
projecteqemu.csv,0.9,0.66,1.01,0.97,1.0,0.59,0.89,0.6,0.95,0.74,0.65,1.0,1.0,0.0,0.88,0.79,0.81
repositorium.csv,0.96,0.79,0.81,0.91,0.68,0.8,0.82,0.63,0.8,0.89,0.86,0.81,0.27,0.83,0.89,0.82,0.77
smarttag.csv,0.95,0.79,0.85,0.87,0.56,0.86,0.96,0.0,0.88,0.97,0.92,0.92,0.91,0.92,0.91,0.51,0.98
sumatrapdf.csv,0.65,0.68,0.89,0.57,0.58,0.63,0.73,0.78,0.87,0.1,0.47,0.63,0.73,0.73,0.73,0.91,0.49
voms.csv,1.0,0.99,1.0,0.97,0.0,0.95,0.96,1.0,1.0,0.87,0.89,0.9,1.0,0.85,1.0,0.95,0.98
vrjuggler.csv,0.85,0.67,0.89,0.8,0.73,0.83,0.92,0.68,0.12,1.05,0.63,0.84,0.75,0.88,0.75,0.56,0.74
wheat.csv,0.8,0.8,0.83,0.97,0.81,1.0,0.86,0.71,0.84,0.72,0.55,0.04,0.97,0.54,0.67,0.76,0.93
