,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.41,0.13,0.0,0.68,0.34,0.07,0.21
firebird.csv,0.86,0.54,0.89,0.86,0.44,0.48,0.78
kmatplot.csv,0.83,0.03,0.0,0.95,0.38,0.5,0.32
mscore.csv,0.9,0.66,0.89,0.7,0.68,0.83,0.88
openmalaria.csv,0.76,0.75,0.6,0.7,0.81,0.71,0.71
popeye-chess.csv,0.62,0.48,0.66,0.14,0.59,0.55,0.54
riff-evolve.csv,0.69,0.44,0.66,0.73,0.42,0.33,0.7
